,text,rating,mood,lemmatized_review
7394,"Инструкция для душевно больных людей, логично и понятно как собираются ножки , лучше напечатайте инструкцию как собрать пелинальный ярус, муж собрал за 30 минут при учете того что он сборщик мебели и такая шизофрения постоянная на работе , запаситесь сверлами потому что придется досверливать отверстия , так комод за 2500 бомба но инструкция просто наркология )",5,negative,"инструкция для душевно больной человек, логично и понятно как собираться ножка , хорошо напечатать инструкция как собирать пелинальный ярус, муж собирать за 30 минута при учет то что он сборщик мебель и такой шизофрения постоянный на работа , запасаться сверло потому что приходиться досверливать отверстие , так комод за 2500 бомба но инструкция просто наркология )
"
7395,"Комод супер, собрали быстро, пришёл без сколов",5,positive,"комод супер, собирать быстро, приходить без скол
"
7396,Отличный комод,5,positive,"отличный комод
"
7397,"за такую цену понравилось все, собирался легко, сколов нет, ящик задвигается и выдвигается без проблем, дверцы не косые, в общем все хорошо",5,positive,"за такой цена понравиться весь, собираться легко, скол нет, ящик задвигаться и выдвигаться без проблема, дверца не косой, в общий все хорошо
"
7398,Пришел комод. Не хватает одной детали.Оставила заявку на рассмотрение о браке-недокомплект. Пришел ответ-БРАКА НЕТ!! Не рекомендую никому.,1,negative,"приходить комод. не хватать один деталь.оставлять заявка на рассмотрение о брак-недокомплект. приходить ответ-брак нет!! не рекомендовать никто.
"
7399,"4 часа собирали. Инструкция с картинками вразнобой конечно порадовала несказанно. По отзывам заранее были готовы сверлить доп дырки, из-за невнятной инструкции задумывались об этом чаще, чем по факту нужно было. Но в итоге качеством довольны. Устойчивый, размер подбирали специально под маленькую комнату. Выглядит довольно хорошо, фактура дерева прорисована четко.",4,negative,"4 час собирать. инструкция с картинка вразнобой конечно порадовать несказанный. по отзыв заранее быть готовый сверлить допы дырка, из-за невнятный инструкция задумываться об это часто, чем по факт нужно быть. но в итог качество довольный. устойчивый, размер подбирать специально под маленький комната. выглядеть довольно хорошо, фактура дерево прорисовывать четко.
"
7400,"Не все дырки просверлены, кромка слабая",1,negative,"не весь дырка просверливать, кромка слабый
"
7401,"Относительно цены, супер крутрй комод. Все детали на месте, даери и ящик ровные. Собрали всего за 2 дня, помогали соседи",5,positive,"относительно цена, супер крутрй комод. все деталь на место, даери и ящик ровный. собирать всего за 2 день, помогать сосед
"
7402,"Неплохой комод , сборка +- час, есть маленькие недочеты , но некритично , комплект полный 👍",5,positive,"неплохой комод , сборка +- час, быть маленький недочет , но некритичный , комплект полный 👍
"
7403,"Комод сам ничего! Красивый! Но почему не положили все составляющие? Не было ножек вообще и эксцентриков! Теперь нужно докупать это все! Коробка была целая и все мешочки внутри тоже! Получается их просто не положили изначально при сборке! Ну и конечно ужастная интрукция! Спасибо ютубу, очено помог!",2,neutral,"комод сам ничто! красивый! но почему не полагать весь составлять? не быть ножка вообще и эксцентрик! теперь нужно докупать это все! коробка быть целый и весь мешочек внутри тоже! получаться их просто не полагать изначально при сборка! ну и конечно ужастный интрукция! спасибо ютуб, оченый помогать!
"
7404,"Впечатление конечно такое себе , муж собирал почти целый день , слава богу что муж хоть с руками , а так у столика пеленального не хватает отверстия , делали рядом дырки еще одни хоть как то сложить ! Почему не исправляете ошибки ,люди жалуються🤬🤬ел",3,negative,"впечатление конечно такой себя , муж собирать почти целый день , слава бог что муж хоть с рука , а так у столик пеленальный не хватать отверстие , делать рядом дырка еще один хоть как то слагать ! почему не исправлять ошибка ,человек жалуються🤬🤬есть
"
7405,"Комод пришел целый, всё хорошо упаковано было. детали, фурнитура все на месте. Комод понравился☺",5,positive,"комод приходить целый, все хорошо упаковывать быть. деталь, фурнитура все на место. комод понравиться☺
"
7406,"Комод хороший , все детали в комплекте, собрали быстро! Спасибо!",5,positive,"комод хороший , все деталь в комплект, собирать быстро! спасибо!
"
7407,"Все детали на месте,но дверки оказались не по размеру,и не было просверлено нужное количество дыр.",4,positive,"все деталь на место,но дверка оказываться не по размер,и не быть просверливать нужный количество дыра.
"
7408,"Норм, только ручки заменили)",5,positive,"норма, только ручка заменять)
"
7409,Идеально) 🥰,5,positive,"идеально) 🥰
"
7410,"Ужасный!! Весь в сколах, того и гляди развалится . Щели.  И одной звезды много, не стали возвращать потому что собрали, потом всё обнаружилось!  Красная цена 500р.  Не советую.",1,negative,"ужасный!! весь в скол, то и глядеть разваливаться . щель.  и один звезда много, не становиться возвращать потому что собирать, потом все обнаруживаться!  красный цена 500р.  не советовать.
"
7411,"Все детали доехали, всë нормально собрали, всë надежное и качественное за приятную цену. Спасибо большое😊",5,positive,"все деталь доезжать, все нормально собирать, все надежный и качественный за приятный цена. спасибо большой😊
"
7412,"Вопрос к продавцу! Вы специально издеваетесь над беременными, или это ваша фишка в работе. Комплектация разная роликов для выдвижного ящика, фото прилагаю, или досылайте правильный комплект или деньги назад, или я подаю в суд на вас",1,negative,"вопрос к продавец! вы специально издеваться над беременный, или это ваш фишка в работа. комплектация разный ролик для выдвижной ящик, фото прилагать, или досылать правильный комплект или деньги назад, или я подавать в суд на вы
"
7413,"Комод хороший,  все в наличии, муж собрал быстро",5,positive,"комод хороший,  все в наличие, муж собирать быстро
"
7414,"За свою цену прям отличный комод- столик. Собрался без нареканий. Доставка быстрая, приехал в новой заводской упаковке.",5,positive,"за свой цена прямой отличный комод- столик. собираться без нарекание. доставка быстрый, приезжать в новый заводской упаковка.
"
7415,"Комод очень хорош для небольших пространств, когда нужно вместить всё необходимое.",5,positive,"комод очень хороший для небольшой пространство, когда нужно вмещать все необходимый.
"
7416,"Ужасный товар
Пришел без единой запчасти 
Сколы на углах
Возврат не принимают, хотя все доказательства были предоставлены 
Ужасное качество
Очень сильно расстроились 
Потеряли столько времени в пустую 
Отвратительно 
Видно что был уже собран и разобран
Оценка 0!!!! 
Что бы его теперь собрать нужно, денег больше чем он стоит !!!",1,negative,"ужасный товар
приходить без единый запчасть 
скол на угол
возврат не принимать, хотя весь доказательство быть предоставлять 
ужасный качество
очень сильно расстраиваться 
потерять столько время в пустой 
отвратительно 
видно что быть уже собирать и разбирать
оценка 0!!!! 
что бы он теперь собирать нужно, деньги много чем он стоить !!!
"
7417,"То, что хотели. Качество супер. Место занимает мало.выбрали белый, под белую кроватку.спасибо.",5,positive,"то, что хотеть. качество супер. место занимать мало.выбирать белый, под белый кроватка.спасибо.
"
7418,"Комод не плохой, но забыли положить ножки.",3,neutral,"комод не плохой, но забывать полагать ножка.
"
7419,"Упаковано хорошо всё отлично, но есть минус когда сверлил получились сколы, но это ЕНДУРА 😂",5,positive,"упаковывать хорошо все отлично, но быть минус когда сверлить получаться скол, но это ендур 😂
"
7420,"Соединительная планка сломана, не хватает детали, куда это вообще годится, в некоторых местах отбито. Клей не смыли, а засохшим его почистить",1,negative,"соединительный планка сломать, не хватать деталь, куда это вообще годиться, в некоторый место отбивать. клей не смывать, а засыхать он почистить
"
7421,"Товар неплохой, приехал без повреждений, но ….. верхушка столика совсем не подходит по отверстиям, откидная часть раскрывается наполовину((( Пришлось кумекать и пересверливать отверстия. В итоге круглые части не на одном уровне. Возвращать уже не хотелось. производителям минус",3,neutral,"товар неплохой, приезжать без повреждение, но ….. верхушка столик совсем не подходить по отверстие, откидной часть раскрываться наполовину((( приходиться кумекать и пересверливать отверстие. в итог круглый часть не на один уровень. возвращать уже не хотеться. производитель минус
"
7422,"За свои деньги отличный комод
Но есть минусы, хлипкий, не устойчивый надо прикручивать к стене, если ребенок лежит на нем и надо открыть первый ящик это не удасться",4,positive,"за свой деньги отличный комод
но быть минус, хлипкий, не устойчивый надо прикручивать к стена, если ребенок лежать на немой и надо открывать первый ящик это не удасться
"
7423,"Цвет понравился. Доставили повреждённую упаковку, вскрыли в ПВЗ - на первый взгляд всё норм, но уже дома увидели пару вмятин и сколы. Не было ножек в комплекте. Отверстия не все просверлены",4,positive,"цвет понравиться. доставлять повреждать упаковка, вскрывать в ПВЗ - на первый взгляд все норма, но уже дома увидеть пара вмятина и скол. не быть ножка в комплект. отверстие не весь просверливать
"
7424,"Замечательный комод 😍 собрали за пол часа , главное смотреть инструкцию . Дырки не совпали только в одном месте , но это не проблема . За свою цену просто замечательный комод . После роддома со швами настоящее спасение 🙏🏻❤️",5,positive,"замечательный комод 😍 собирать за пол час , главное смотреть инструкция . дырка не совпадать только в один место , но это не проблема . за свой цена просто замечательный комод . после роддом со шов настоящий спасение 🙏🏻❤️
"
7425,"Собирали все по инструкции. В итоге столешница до конца не раскладывается, пришлось сверлить самим там, где нужно. В добавок выдвижной ящик до конца не закрывается, а когда столешница в разложенном виде, то ящик не открывается.",1,negative,"собирать все по инструкция. в итог столешница до конец не раскладываться, приходиться сверлить сам там, где нужно. в добавка выдвижной ящик до конец не закрываться, а когда столешница в раскладывать вид, то ящик не открываться.
"
7426,Комод очень понравился.все отверстия аккуратно отмечены и не нужно думать что куда прикрутить.будем пользоваться и радоваться,5,positive,"комод очень понравиться.весь отверстие аккуратно отмечать и не нужно думать что куда прикручивать.быть пользоваться и радоваться
"
7427,"Комод супер, но разбирались долго со сборкой. Обязательно прикручивать к стене иначе стоит очень неустойчиво.",5,positive,"комод супер, но разбираться долго со сборка. обязательно прикручивать к стена иначе стоять очень неустойчиво.
"
7428,"Начиталась комментариев нехороших, но на свой страх и риск всё-таки заказала комод. Он пришёл в полной комплектации, без дефектов, хорошо упакован. Не понадобился даже рукастый мужчина))) собрала всё сама, быстро и без чьей-либо помощи. Огромное спасибо продавцу за отличный товар!",5,positive,"начитываться комментарий нехороший, но на свой страх и риск все-таки заказывать комод. он приходить в полный комплектация, без дефект, хорошо упаковывать. не понадобиться даже рукастый мужчина))) собирать все сам, быстро и без чей-либо помощь. огромный спасибо продавец за отличный товар!
"
7429,"Комод отличный! Очень рекомендую 👍вместительный и компактный, нам как раз в ванну поместился!",5,positive,"комод отличный! очень рекомендовать 👍вместительный и компактный, мы как раз в ванна помещаться!
"
7430,"Отверстия и правда были высверлены не правильно. Мужу пришлось делать новые. А заводские отверстия портят вид. Но в целом за свои деньги сойдёт. Сделаем упор ещё на том что пользоваться им не долго планируем. Если у вас нет под рукой инструмента и мужчины с хорошими руками то мучатся будете долго. Доставка пришла быстро, все было целое.",4,negative,"отверстие и правда быть высверливать не правильно. муж приходиться делать новый. а заводской отверстие портить вид. но в целое за свой деньги сходить. сделать упор еще на то что пользоваться они не долго планировать. если у вы нет под рука инструмент и мужчина с хороший рука то мучиться быть долго. доставка приходить быстро, все быть целый.
"
7431,"Не рекомендую! Как пеленальный комод он свои функцию не выполняет, так как по инструкции его собрать не удалось! Пустая трата денег!",1,negative,"не рекомендовать! как пеленальный комод он свой функция не выполнять, так как по инструкция он собирать не удаваться! пустой трата деньги!
"
7432,"Комод, рекомендую просто класс",5,positive,"комод, рекомендовать просто класс
"
7433,"Отличный,  доставка и упаковка замечательные, собрала сама за пару часов.",5,positive,"отличный,  доставка и упаковка замечательный, собирать сам за пара час.
"
7434,❤️‍🔥❤️‍🔥❤️‍🔥😍,5,positive,"❤️‍🔥❤️‍🔥❤️‍🔥😍
"
7435,"Пришло все целое , все детали были на месте , собрали где то за час пока разобрались , что к чему 
Есть держатель к стене 
Мы пока наставили без него , но когда на край наливаешь комод начинает наклоняться",5,negative,"приходить все целое , все деталь быть на место , собирать где то за час пока разбираться , что к что 
быть держатель к стена 
мы пока наставлять без он , но когда на край наливать комод начинать наклоняться
"
7436,"Комод подходил мне исключительно по своим меркам. Отверстия пеленального столика просверлены не до конца, расхождение на 3 см примерно. Совет для тех кто будет собирать и ломать свою голову как не испортить лицевую часть столика, не отрезая кусок доски в 20 см и не сверля новые боковые дырки в деталях 12 и 11. Просветите на расстоянии   примерно 2,5 см новые отверстия в частях 12 вверху сместить их чуть, тем самым отодвинуть назад немного  верхнюю деталь. См фото",3,negative,"комод подходить я исключительно по свой мерка. отверстие пеленальный столик просверливать не до конец, расхождение на 3 см примерно. совет для тот кто быть собирать и ломать свой голова как не испортить лицевой часть столик, не отрезать кусок доска в 20 см и не сверлить новый боковой дырка в деталь 12 и 11. просвещать на расстояние   примерно 2,5 см новый отверстие в часть 12 вверху смещать они чуть, то самый отодвигать назад немного  верхний деталь. см фото
"
7437,"Мы конечно были готовы, что будут сложности со сборкой. Но!!!! Кроме сборки появились еще проблемы!!!! Он не белый, а вернее когда-то был белым, а на самом деле часть (большая часть) деталей пожелтевшая! Че за безответственность! Почему такие продавцы все еще торгуют на этой площадке??? Сдавать уже не будем, так как комод очень нужен и ждать другого и собирать нет времени. Позор продавцу! Здесь даже одной звезды Вам много!",1,negative,"мы конечно быть готовый, что быть сложность со сборка. но!!!! кроме сборка появляться еще проблема!!!! он не белый, а верно когда-то быть белый, а на самый дело часть (больший часть) деталь пожелтеть! че за безответственность! почему такой продавец весь еще торговать на этот площадка??? сдавать уже не быть, так как комод очень нужный и ждать другой и собирать нет время. позор продавец! здесь даже один звезда вы много!
"
7438,"Осталась довольна. Пару царапин было, остальное все отлично. Собрали быстро по инструкции",5,positive,"оставаться довольный. пара царапина быть, остальное все отлично. собирать быстро по инструкция
"
7439,"Одна звезда это даже много. Сам комод не плохой, за свои деньги, но человеку, который «проектировал» его, хочется оторвать руки! Пришлось пересобирать его",1,negative,"один звезда это даже много. сам комод не плохой, за свой деньги, но человек, который «проектировать» он, хотеться отрывать рука! приходиться пересобирать он
"
7440,"Пеленальная часть не входит((( неправильно сделаны отверстия под евровинты. Очень ждала этот комод, разочарование и досада. 
Прошу производителя вернуть хотя бы часть денег за комод, потому что он именно ради пеленального стола и приобретался, придется обращаться к мебельщикам и платить деньги, чтобы перекрутили отверстия.",1,negative,"пеленальный часть не входить((( неправильно сделать отверстие под евровинта. очень ждать этот комод, разочарование и досада. 
просить производитель вернуть хотя бы часть деньги за комод, потому что он именно ради пеленальный стол и приобретаться, приходиться обращаться к мебельщик и платить деньги, чтобы перекручивать отверстие.
"
7441,"Спасибо! Муж сказал что лёгок в сборке, ничего лишнего и не правильного в этом шкафу не было… (сомневалась брать или не брать, тк отзывы были не очень хорошие)",5,positive,"спасибо! муж сказать что легкий в сборка, ничто лишний и не правильный в этот шкаф не было… (сомневаться брать или не брать, тк отзыв быть не очень хороший)
"
7442,Отличный комодик ! Муж собрал за 5 минут.,5,positive,"отличный комодик ! муж собирать за 5 минута.
"
7443,"Пришло все целое, новое. Было очень много опилки. В процессе сборки были трудности: не совпадали отверстия, и вот на откидной детали то ли брак то ли мы некосячили. Хотя шурупы по отверстиям. За это 1 звезду убрала",4,positive,"приходить все целый, новый. быть очень много опилки. в процесс сборка быть трудность: не совпадать отверстие, и вот на откидной деталь то ли брак то ли мы некосячить. хотя шуруп по отверстие. за это 1 звезда убирать
"
7444,"Отличный комод, проблем в сборке не вызвал , лишних дырок не делалось , спасибо большое производителю 👍",5,positive,"отличный комод, проблема в сборка не вызывать , лишний дырка не делаться , спасибо большой производитель 👍
"
7445,Замечательный комод. Углубили отверстия у столика и все замечательно собралось,5,positive,"замечательный комод. углублять отверстие у столик и все замечательно собираться
"
7446,"Хороший комодик, ньюансов нет",5,positive,"хороший комодик, ньюанс нет
"
7447,"Очень понравился комод. Собрали быстро, все хватило, инструкция есть.",5,positive,"очень понравиться комод. собирать быстро, все хватить, инструкция быть.
"
7448,"Собирали всей семьей 😂 собрали, очень удобный, пеленальный столик откидывается как надо 👍🏼 спасибо 😉",5,positive,"собирать весь семья 😂 собирать, очень удобный, пеленальный столик откидываться как надо 👍🏼 спасибо 😉
"
7449,"Комод хороший, НО дырки половину не просверлены, есть лишние дырки, которые портят вид!
Из за этого сборка заняла намного больше времени!
Для того чтобы прибить задник и дно для ящика пришлось свои гвоздики доставать, благо муж предусмотрительный, потому что положили всего штук 10 (этого реально мало)
Если бы не эти косяки, было бы вообще все супер и все звёзды, а так только 3!",3,negative,"комод хороший, но дырка половина не просверливать, быть лишний дырка, который портить вид!
из за этот сборка занимать намного много время!
для то чтобы прибивать задник и дно для ящик приходиться свой гвоздика доставать, благо муж предусмотрительный, потому что полагать всего штука 10 (это реально мало)
если бы не этот косяк, быть бы вообще все супер и весь звезда, а так только 3!
"
7450,"Очень хороший комод, все пришло целое, собрали быстро",5,positive,"очень хороший комод, все приходить целое, собирать быстро
"
7451,"За свои деньги очень хороший комод. Пришёл быстро, все целое. Как и хотела не большой.",5,positive,"за свой деньги очень хороший комод. приходить быстро, все целое. как и хотеть не большой.
"
7452,"Комод хороший, если бы не скол, или что это, мы так и не поняли. На других такого нет",4,positive,"комод хороший, если бы не скол, или что это, мы так и не понимать. на другой такой нет
"
7453,"Хороший комод,легкий в сборке ,правда по размеру маленький.но для малыша отлично,быстрая доставка",5,positive,"хороший комод,легкий в сборка ,правда по размер маленький.но для малыш отлично,быстрый доставка
"
7454,Комод стоит своих денег . Упаковано все отлично 👍все целое  комплект полный больше спасибо 😃,5,positive,"комод стоять свой деньги . упаковывать все отлично 👍все целое  комплект полный большой спасибо 😃
"
7455,"Начитались негативных отзывов, но решили рискнуть, и зря. Мало того, что действительно дырки просверлены не в тех местах, пришлось переделывать, так ещё и в конечном итоге столик не раскладывался полностью. Пришлось часть доски отпилить лобзиком, шкурить наждачкой и закрашивать отпиленные части. Лучше пару тысяч доложить, но купить нормальный товар, чем тратить полдня на переделку деталей.",1,negative,"начитываться негативный отзыв, но решать рискнуть, и зря. мало то, что действительно дырка просверливать не в тот место, приходиться переделывать, так еще и в конечный итог столик не раскладываться полностью. приходиться часть доска отпиливать лобзик, шкурить наждачка и закрашивать отпиливать часть. хорошо пара тысяча докладывать, но купить нормальный товар, чем тратить полдень на переделка деталь.
"
7456,"Все пришло целое, хорошо упакован. Собрали за 1 час. Спасибо.",5,positive,"все приходить целое, хорошо упаковывать. собирать за 1 час. спасибо.
"
7457,Отличный комод. Муж быстро и легко собрал. Все нужные отверстия были на месте,5,positive,"отличный комод. муж быстро и легко собирать. весь нужный отверстие быть на место
"
7458,"Комод бракованный!дырки для пелинальной доски не правильно просверлены!пришлось портить и сверлить дополнительные. В итоге просто выбросили деньги на ветер. Внешний вид комода испорчен!Верните деньги,это ненормально так обманывать людей. Деньги на ветер и потраченное время((",1,negative,"комод бракованный!дырка для пелинальный доска не правильно просверливать!приходиться портить и сверлить дополнительный. в итог просто выбрасывать деньги на ветер. внешний вид комод испортить!вернуть деньги,это ненормально так обманывать человек. деньги на ветер и потратить время((
"
7459,"Ох и намучился мой муж с этим комодом 🤦🏽‍♀️ и таки до конца не заходит пеленальная дочка, решили уже оставить так, но очень не советую",2,negative,"ох и намучиться мой муж с этот комод 🤦🏽‍♀️ и таки до конец не заходить пеленальный дочка, решать уже оставлять так, но очень не советовать
"
7460,Отличный комод за такие деньги! Собирается осень просто  фурнитура вся в наличие!,5,positive,"отличный комод за такой деньги! собираться осень просто  фурнитура весь в наличие!
"
7461,"Комод суперский , все понравилось , собирается быстро , не каких дефектов и сколов нет , доставкой довольна )))))",5,positive,"комод суперский , все понравиться , собираться быстро , не какой дефект и скол нет , доставка довольный )))))
"
7462,"Переживала, что будут сложности в сборке из-за отзывов, но муж собрал быстро, сказал, всё на месте",5,positive,"переживать, что быть сложность в сборка из-за отзыв, но муж собирать быстро, сказать, все на место
"
7463,"Комод для такой дешевой цены - супер. 
В сборке легкий, брака не было. 

Единственное пеленальный столик не подошел под отверстия, пришлось подгонять самим. А что мы хотели получить за такие копейки.",4,positive,"комод для такой дешевый цена - супер. 
в сборка легкий, брак не быть. 

единственный пеленальный столик не подходить под отверстие, приходиться подгонять сам. а что мы хотеть получать за такой копейка.
"
7464,"Комод отличный , одну звезду убираю за то , что в самом пеленальном не совпали отверстия , а так всё отлично 👍",5,positive,"комод отличный , один звезда убирать за то , что в самый пеленальный не совпадать отверстие , а так все отлично 👍
"
7465,"Ну такое себе, низкий, очень маленький, узкий и не устройчевый🤷‍♀️",4,negative,"ну такой себя, низкий, очень маленький, узкий и не устройчевый🤷‍♀️
"
7466,"Хороший комод, но я столкнулась с такой же проблемой, как у многих, были не досверлены отверстия на откидной части пеленального места",4,positive,"хороший комод, но я сталкиваться с такой же проблема, как у многий, быть не досверливать отверстие на откидной часть пеленальный место
"
7467,"Комод красивый, компактный. Минус одна звезда за одну поцарапанную боковинку(",4,positive,"комод красивый, компактный. минус один звезда за один поцарапать боковинка(
"
7468,Классный комодик😍,5,positive,"классный комодик😍
"
7469,"Ужасный! Не заказывайте! Деньги на ветер! Небольшие, но деньги, которые сразу списывают. Не совпадают отверстия, что портит в целом вид. Кто вернет компенсацию!?!?",1,negative,"ужасный! не заказывать! деньги на ветер! небольшой, но деньги, который сразу списывать. не совпадать отверстие, что портить в целое вид. кто вернуть компенсация!?!?
"
7470,"Очень хороший комод, тем более за такую цену, комплектация фурнитуры полная, заказывать стоит",5,positive,"очень хороший комод, то более за такой цена, комплектация фурнитура полный, заказывать стоять
"
7471,"Я довольна, какие-то отверстия муж досверливал, но это нормально",5,positive,"я довольный, какой-то отверстие муж досверливать, но это нормальный
"
7472,Всё отлично,5,positive,"все отлично
"
7473,Хороший комод ),5,positive,"хороший комод )
"
7474,"Неплохой,но вы можете довести и обменять  детали на правую сторону?",1,neutral,"неплохой,но вы мочь доводить и обменять  деталь на правый сторона?
"
7475,"Неплохой комод, не маленький, собирали 2 часа, (( небольшие сколы есть (((",4,neutral,"неплохой комод, не маленький, собирать 2 час, (( небольшой скол быть (((
"
7476,"ДВП(стенка задняя) уголки помяты,верхняя полка для пеленания,до конца не раскладывалась при сборке,пришлось вымерять и сверлить дополнительно отверстия.
Качество на 3.",3,negative,"ДВП(стенка задний) уголок помять,верхний полка для пеленание,до конец не раскладываться при сборка,приходиться вымерять и сверлить дополнительно отверстие.
качество на 3.
"
7477,Не соответствует отверстия действительности. Да ещё и с браком. Замазала краской.,2,negative,"не соответствовать отверстие действительность. да еще и с брак. замазывать краска.
"
7478,"Спасибл, все хорошо",5,positive,"спасиблый, все хорошо
"
7479,"Комплект полный, отрегулировать ножки и нечего не шатается, 4 звезды из за не точных отверстий, а так в принципе норм",4,positive,"комплект полный, отрегулировать ножка и нечего не шататься, 4 звезда из за не точный отверстие, а так в принцип норма
"
